## gencode.genes
## GENCODE protein coding genes, combined with entrez id's from GENCODE, and combined with Ensembl product description and transcript type from https://www.ensembl.org/biomart
## GRCh37/hg19, date: 2018-03-27, evidence-based annotation of the human genome, version 28 (Ensembl 92), mapped to GRCh37 with gencode-backmap
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 19724 entries. Columns: 9
#chr	bp1	bp2	geneName	entrez	ensembl	ttype	strand	product
chr19	416583	460996	SHC2	25759	ENSG00000129946.10_3	protein_coding	-	"SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]"
chr19	812488	821977	LPPR3	79948	ENSG00000129951.18_4	protein_coding	-	"phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]"
chr11	2153768	2182439	INS-IGF2	723961	ENSG00000129965.15_5	protein_coding	-	"INS-IGF2 readthrough [Source:HGNC Symbol;Acc:HGNC:33527]"
chr19	1876809	1885546	ABHD17A	81926	ENSG00000129968.15_3	protein_coding	-	"abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756]"
chr20	36974759	37005665	LBP	3929	ENSG00000129988.5_3	protein_coding	+	"lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]"
chr19	55682567	55691809	SYT5	6861	ENSG00000129990.14_3	protein_coding	-	"synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]"
chr19	55663135	55669141	TNNI3	7137	ENSG00000129991.12_3	protein_coding	-	"troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]"
chr16	88941266	89043612	CBFA2T3	863	ENSG00000129993.14_3	protein_coding	-	"CBFA2/RUNX1 translocation partner 3 [Source:HGNC Symbol;Acc:HGNC:1537]"
chr19	1397025	1401569	GAMT	2593	ENSG00000130005.12_3	protein_coding	-	"guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]"
chrX	6966961	7066231	PUDP	8226	ENSG00000130021.13_4	protein_coding	-	"pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]"
chr6	170151718	170181680	ERMARD	55780	ENSG00000130023.15_4	protein_coding	+	"ER membrane associated RNA degradation [Source:HGNC Symbol;Acc:HGNC:21056]"
chr6	170104001	170125662	PHF10	55274	ENSG00000130024.14_3	protein_coding	-	"PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]"
chrX	150863596	150874396	PRRG3	79057	ENSG00000130032.15_3	protein_coding	+	"proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]"
chr12	4829507	4961093	GALNT8	26290	ENSG00000130035.6_3	protein_coding	+	"polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130]"
chr12	5153155	5155954	KCNA5	3741	ENSG00000130037.4_3	protein_coding	+	"potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]"
chr12	3715799	3873985	EFCAB4B	84766	ENSG00000130038.9_4	protein_coding	-	"calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]"
chr9	91150016	91199189	NXNL2	158046	ENSG00000130045.15_3	protein_coding	+	"nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]"
chrX	67867508	67945684	STARD8	9754	ENSG00000130052.13_4	protein_coding	+	"StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]"
chrX	68725084	68752351	FAM155B	27112	ENSG00000130054.4_3	protein_coding	+	"family with sequence similarity 155 member B [Source:HGNC Symbol;Acc:HGNC:30701]"
chrX	69642881	69653240	GDPD2	54857	ENSG00000130055.13_3	protein_coding	+	"glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25974]"
chrX	23801290	23804343	SAT1	6303	ENSG00000130066.16_3	protein_coding	+	"spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]"
chrX	54556644	54587504	GNL3L	54552	ENSG00000130119.15_3	protein_coding	+	"G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]"
chr2	235860617	235964358	SH3BP4	23677	ENSG00000130147.15_3	protein_coding	+	"SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]"
chrX	14891563	14940449	MOSPD2	158747	ENSG00000130150.11_4	protein_coding	+	"motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]"
chr19	11309971	11373157	DOCK6	57572	ENSG00000130158.13_3	protein_coding	-	"dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]"
chr19	11616731	11639989	ECSIT	51295	ENSG00000130159.13_5	protein_coding	-	"ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]"
chr19	11200038	11244492	LDLR	3949	ENSG00000130164.13_4	protein_coding	+	"low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]"
chr19	11661962	11670051	ELOF1	84337	ENSG00000130165.10_3	protein_coding	-	"elongation factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:28691]"
chr19	11406815	11437672	TSPAN16	26526	ENSG00000130167.13_3	protein_coding	+	"tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]"
chr19	11348126	11352619	C19orf80	55908	ENSG00000130173.13_4	protein_coding	+	"angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933]"
chr19	11546109	11561783	PRKCSH	5589	ENSG00000130175.9_4	protein_coding	+	"protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411]"
chr19	11649532	11661138	CNN1	1264	ENSG00000130176.7_3	protein_coding	+	"calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155]"
chr13	115000362	115038198	CDC16	8881	ENSG00000130177.14_3	protein_coding	+	"cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]"
chr16	3138891	3149318	ZSCAN10	84891	ENSG00000130182.7_4	protein_coding	-	"zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]"
chr8	143808621	143818345	THEM6	51337	ENSG00000130193.7_3	protein_coding	+	"thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]"
chr19	45349432	45392485	NECTIN2	5819	ENSG00000130202.9_3	protein_coding	+	"nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]"
chr19	45409011	45412650	APOE	348	ENSG00000130203.9_3	protein_coding	+	"apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]"
chr19	45393826	45406946	TOMM40	10452	ENSG00000130204.12_4	protein_coding	+	"translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]"
chr19	45417504	45422606	APOC1	341	ENSG00000130208.9_3	protein_coding	+	"apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607]"
chr9	92219928	92221470	GADD45G	10912	ENSG00000130222.10_3	protein_coding	+	"growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]"
chrX	114345179	114468635	LRCH2	57631	ENSG00000130224.14_3	protein_coding	-	"leucine rich repeats and calponin homology domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29292]"
chr7	153584182	154685995	DPP6	1804	ENSG00000130226.16_4	protein_coding	+	"dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]"
chr8	21777182	21864096	XPO7	23039	ENSG00000130227.16_4	protein_coding	+	"exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]"
chrX	15579156	15620271	ACE2	59272	ENSG00000130234.10_3	protein_coding	-	"angiotensin I converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]"
chr19	38893775	38899728	FAM98C	147965	ENSG00000130244.12_3	protein_coding	+	"family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]"
chr19	5587010	5624057	SAFB2	9667	ENSG00000130254.11_4	protein_coding	-	"scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]"
chr19	5674958	5691887	RPL36	25873	ENSG00000130255.12_4	protein_coding	+	"ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]"
chr19	1782074	1812275	ATP8B3	148229	ENSG00000130270.16_3	protein_coding	-	"ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]"
chr19	18979354	19006905	GDF1	.	ENSG00000130283.8_3	protein_coding	-	"growth differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:4214]"
chr19	19322782	19363042	NCAN	1463	ENSG00000130287.13_3	protein_coding	+	"neurocan [Source:HGNC Symbol;Acc:HGNC:2465]"
chr2	241653181	241759725	KIF1A	547	ENSG00000130294.15_4	protein_coding	-	"kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
chr19	17445729	17453544	GTPBP3	84705	ENSG00000130299.16_4	protein_coding	+	"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]"
chr19	17462257	17488159	PLVAP	83483	ENSG00000130300.8_3	protein_coding	-	"plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]"
chr19	17513748	17516457	BST2	684	ENSG00000130303.12_3	protein_coding	-	"bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]"
chr19	17579578	17616977	SLC27A1	376497	ENSG00000130304.16_3	protein_coding	+	"solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]"
chr7	72716514	72722864	NSUN5	55695	ENSG00000130305.16_3	protein_coding	-	"NOP2/Sun RNA methyltransferase family member 5 [Source:HGNC Symbol;Acc:HGNC:16385]"
chr19	17359985	17393595	USHBP1	83878	ENSG00000130307.11_4	protein_coding	-	"USH1 protein network component harmonin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24058]"
chr19	17666403	17693971	GLT25D1	79709	ENSG00000130309.10_5	protein_coding	+	"collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]"
chr19	17420327	17434110	DDA1	79016	ENSG00000130311.10_3	protein_coding	+	"DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]"
chr19	17403418	17417652	MRPL34	64981	ENSG00000130312.6_5	protein_coding	+	"mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]"
chr19	17622438	17632097	PGLS	25796	ENSG00000130313.6_3	protein_coding	+	"6-phosphogluconolactonase [Source:HGNC Symbol;Acc:HGNC:8903]"
chr19	2321516	2328619	LSM7	51690	ENSG00000130332.14_3	protein_coding	-	"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]"
chr6	158653268	158932860	TULP4	56995	ENSG00000130338.12_3	protein_coding	+	"tubby like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530]"
chr6	158121419	158366109	SNX9	51429	ENSG00000130340.15_3	protein_coding	+	"sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]"
chr6	107019846	107077362	RTN4IP1	84816	ENSG00000130347.12_3	protein_coding	-	"reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647]"
chr6	107077453	107116292	QRSL1	55278	ENSG00000130348.11_3	protein_coding	+	"glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:HGNC Symbol;Acc:HGNC:21020]"
chr6	107349417	107372546	C6orf203	51250	ENSG00000130349.9_3	protein_coding	+	"chromosome 6 open reading frame 203 [Source:HGNC Symbol;Acc:HGNC:17971]"
chr6	159393903	159421219	RSPH3	83861	ENSG00000130363.11_3	protein_coding	-	"radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]"
chr6	160327722	160337562	MAS1	4142	ENSG00000130368.5_3	protein_coding	+	"MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]"
chr19	6135258	6193105	ACSBG2	81616	ENSG00000130377.13_3	protein_coding	+	"acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174]"
chr19	6210390	6279959	MLLT1	4298	ENSG00000130382.8_3	protein_coding	-	"MLLT1, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]"
chr19	5865837	5870551	FUT5	2527	ENSG00000130383.7_3	protein_coding	-	"fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]"
chrX	50653784	50659607	BMP15	9210	ENSG00000130385.5_2	protein_coding	+	"bone morphogenetic protein 15 [Source:HGNC Symbol;Acc:HGNC:1068]"
chr6	168227602	168372703	MLLT4	4301	ENSG00000130396.20_4	protein_coding	+	"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"
chr19	39138289	39222223	ACTN4	81	ENSG00000130402.11_3	protein_coding	+	"actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]"
chr11	8413415	8615836	STK33	65975	ENSG00000130413.15_4	protein_coding	-	"serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]"
chr2	240831867	240964819	NDUFA10	4705	ENSG00000130414.11_4	protein_coding	-	"NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]"
chr7	100318423	100321323	EPO	2056	ENSG00000130427.2_3	protein_coding	+	"erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415]"
chr7	98971872	98992437	ARPC1B	10095	ENSG00000130429.13_4	protein_coding	+	"actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]"
chr19	54495542	54515923	CACNG6	59285	ENSG00000130433.7_3	protein_coding	+	"calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]"
chr5	60628100	60841997	ZSWIM6	57688	ENSG00000130449.5_3	protein_coding	+	"zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]"
chr19	17858527	17899377	FCHO1	23149	ENSG00000130475.14_4	protein_coding	+	"FCH domain only 1 [Source:HGNC Symbol;Acc:HGNC:29002]"
chr19	17712137	17799174	UNC13A	23025	ENSG00000130477.15_4	protein_coding	-	"unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]"
chr19	17830051	17845325	MAP1S	55201	ENSG00000130479.10_5	protein_coding	+	"microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]"
chr22	50548033	50551022	.	.	ENSG00000130487	protein_coding	+	"kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]"
chr22	50961997	50964035	SCO2	9997	ENSG00000130489.14_3	protein_coding	-	"SCO2, cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:HGNC:10604]"
chr2	1635659	1748624	PXDN	7837	ENSG00000130508.10_3	protein_coding	-	"peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]"
chr19	18529674	18545372	SSBP4	170463	ENSG00000130511.15_4	protein_coding	+	"single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]"
chr19	18485541	18499986	GDF15	9518	ENSG00000130513.6_3	protein_coding	+	"growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]"
chr19	18451397	18480760	PGPEP1	54858	ENSG00000130517.13_3	protein_coding	+	"pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]"
chr19	18367907	18385319	KIAA1683	80726	ENSG00000130518.16_3	protein_coding	-	"IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]"
chr19	18417040	18434084	LSM4	25804	ENSG00000130520.10_4	protein_coding	-	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]"
chr19	18390570	18392432	JUND	3727	ENSG00000130522.5_3	protein_coding	-	"JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
chr19	49654455	49658681	HRC	3270	ENSG00000130528.11_3	protein_coding	-	"histidine rich calcium binding protein [Source:HGNC Symbol;Acc:HGNC:5178]"
chr19	49660998	49715093	TRPM4	54795	ENSG00000130529.15_3	protein_coding	+	"transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]"
chr22	16448824	16449805	OR11H1	.	ENSG00000130538.4	protein_coding	-	"olfactory receptor family 11 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:15404]"
chr22	44220389	44258383	SULT4A1	25830	ENSG00000130540.13_3	protein_coding	-	"sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903]"
chr19	7069455	7087979	ZNF557	79230	ENSG00000130544.11_3	protein_coding	+	"zinc finger protein 557 [Source:HGNC Symbol;Acc:HGNC:28632]"
chr19	6463788	6467232	CRB3	92359	ENSG00000130545.15_4	protein_coding	+	"crumbs 3, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:20237]"
chr9	137967268	138013025	OLFM1	10439	ENSG00000130558.19_3	protein_coding	+	"olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]"
chr9	138700333	138799074	CAMSAP1	157922	ENSG00000130559.18_3	protein_coding	-	"calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]"
chr9	138824815	138853226	UBAC1	10422	ENSG00000130560.8_3	protein_coding	-	"UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]"
chr2	234216462	234255701	SAG	6295	ENSG00000130561.16_3	protein_coding	+	"S-antigen visual arrestin [Source:HGNC Symbol;Acc:HGNC:10521]"
chr20	62375019	62462597	ZBTB46	140685	ENSG00000130584.10_3	protein_coding	-	"zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]"
chr20	62189439	62205592	HELZ2	85441	ENSG00000130589.16_3	protein_coding	-	"helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]"
chr20	62605466	62611361	SAMD10	140700	ENSG00000130590.13_3	protein_coding	-	"sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]"
chr11	1874200	1913497	LSP1	4046	ENSG00000130592.15_2	protein_coding	+	"lymphocyte-specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]"
chr11	1940792	1959936	TNNT3	7140	ENSG00000130595.18_5	protein_coding	+	"troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]"
chr11	1860219	1862910	TNNI2	7136	ENSG00000130598.15_3	protein_coding	+	"troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]"
chr9	137533620	137736689	COL5A1	1289	ENSG00000130635.15_4	protein_coding	+	"collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]"
chr22	46067678	46241187	ATXN10	25814	ENSG00000130638.16_3	protein_coding	+	"ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]"
chr10	135092134	135125841	TUBGCP2	10844	ENSG00000130640.13_4	protein_coding	-	"tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]"
chr10	135137576	135150439	CALY	50632	ENSG00000130643.8_3	protein_coding	-	"calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]"
chr10	135333910	135374724	CYP2E1	1571	ENSG00000130649.9_3	protein_coding	+	"cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]"
chr9	140354405	140444986	PNPLA7	375775	ENSG00000130653.15_3	protein_coding	-	"patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]"
chr16	202686	204502	HBZ	3050	ENSG00000130656.4_3	protein_coding	+	"hemoglobin subunit zeta [Source:HGNC Symbol;Acc:HGNC:4835]"
chr19	39616410	39673456	PAK4	10298	ENSG00000130669.17_3	protein_coding	+	"p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]"
chr7	156786745	156803345	MNX1	3110	ENSG00000130675.14_5	protein_coding	-	"motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]"
chr20	25654851	25677477	ZNF337	26152	ENSG00000130684.13_3	protein_coding	-	"zinc finger protein 337 [Source:HGNC Symbol;Acc:HGNC:15809]"
chr1	26560644	26605529	CEP85	64793	ENSG00000130695.14_4	protein_coding	+	"centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]"
chr20	60528525	60640866	TAF4	6874	ENSG00000130699.18_3	protein_coding	-	"TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]"
chr20	61038553	61051026	GATA5	140628	ENSG00000130700.6_3	protein_coding	-	"GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]"
chr20	60985293	61002589	RBBP8NL	140893	ENSG00000130701.3_3	protein_coding	-	"RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]"
chr20	60883011	60942368	LAMA5	3911	ENSG00000130702.15_3	protein_coding	-	"laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]"
chr20	60806978	60871269	OSBPL2	9885	ENSG00000130703.16_4	protein_coding	+	"oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]"
chr20	60877149	60883918	ADRM1	11047	ENSG00000130706.12_3	protein_coding	+	"adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]"
chr9	133320316	133376661	ASS1	445	ENSG00000130707.17_3	protein_coding	+	"argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]"
chr9	133539981	133558368	PRDM12	59335	ENSG00000130711.3_3	protein_coding	+	"PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]"
chr9	133569108	133580281	EXOSC2	23404	ENSG00000130713.15_3	protein_coding	+	"exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]"
chr9	134378289	134399193	POMT1	10585	ENSG00000130714.15_3	protein_coding	+	"protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]"
chr9	134399188	134406655	UCK1	83549	ENSG00000130717.12_3	protein_coding	-	"uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]"
chr9	133777825	133814673	FIBCD1	84929	ENSG00000130720.12_3	protein_coding	-	"fibrinogen C domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25922]"
chr9	134249023	134375584	PRRC2B	84726	ENSG00000130723.19_4	protein_coding	+	"proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]"
chr19	59062933	59066491	CHMP2A	27243	ENSG00000130724.8_3	protein_coding	-	"charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]"
chr19	59067079	59070327	UBE2M	9040	ENSG00000130725.7_3	protein_coding	-	"ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]"
chr19	59055458	59062089	TRIM28	10155	ENSG00000130726.11_3	protein_coding	+	"tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]"
chr16	684427	686366	C16orf13	84326	ENSG00000130731.15_4	protein_coding	-	"methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]"
chr19	11032861	11039357	YIPF2	78992	ENSG00000130733.10_3	protein_coding	-	"Yip1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28476]"
chr19	10654571	10664094	ATG4D	84971	ENSG00000130734.9_3	protein_coding	+	"autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]"
chrX	24072833	24096088	EIF2S3	1968	ENSG00000130741.10_3	protein_coding	+	"eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]"
chr19	47549165	47551888	TMEM160	54958	ENSG00000130748.6_3	protein_coding	-	"transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]"
chr19	47567444	47617009	ZC3H4	23211	ENSG00000130749.9_4	protein_coding	-	"zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]"
chr19	47523077	47549033	NPAS1	4861	ENSG00000130751.9_3	protein_coding	+	"neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]"
chr19	39818993	39833012	GMFG	9535	ENSG00000130755.12_5	protein_coding	-	"glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]"
chr19	40697651	40721482	MAP3K10	4294	ENSG00000130758.7_3	protein_coding	+	"mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]"
chr1	3370990	3397677	ARHGEF16	27237	ENSG00000130762.14_4	protein_coding	+	"Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]"
chr1	3695122	3713068	LRRC47	57470	ENSG00000130764.9_3	protein_coding	-	"leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]"
chr1	28586038	28609002	SESN2	83667	ENSG00000130766.4_3	protein_coding	+	"sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]"
chr1	28261504	28285668	SMPDL3B	27293	ENSG00000130768.14_3	protein_coding	+	"sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]"
