## gwas.catalog
## NHGRI/EBI GWAS catalog, gwsig findings
## GRCh37/hg19, source=gwas_catalog_v1.0.2-associations_e92_r2018-05-03.tsv from https://www.ebi.ac.uk/gwas/docs/file-downloads, new GRCh37/hg19 bp coordinates from Ensembl rest api http://grch37.rest.ensembl.org/variation/human/
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 28500 entries. Columns: 7
#chr	bp1	bp2	snpid	pvalue	pmid	trait
chr1	96944797	96944797	rs1555543	4e-10	20935630	"Body mass index"
chr1	164213686	164213686	rs1556867	3e-19	27182965	"Myopia"
chr18	35127427	35127427	rs1557341	4e-16	29255261	"Neuroticism"
chr18	35127427	35127427	rs1557341	6e-09	27089181	"Neuroticism"
chr1	169507844	169507844	rs1557570	3e-12	27989323	"Stem cell factor levels"
chr12	6289219	6289219	rs1558324	2e-21	22139419	"Mean platelet volume"
chr7	87079069	87079069	rs1558375	2e-10	28274756	"Gallbladder cancer"
chr2	102731691	102731691	rs1558643	6e-10	28107422	"Fibrinogen levels"
chr2	102731691	102731691	rs1558643	3e-10	26561523	"Fibrinogen levels"
chr2	102731691	102731691	rs1558643	6e-10	28107422	"Fibrinogen levels"
chr2	102810168	102810168	rs1558648	4e-16	23999434	"Serum protein levels (sST2)"
chr12	68504592	68504592	rs1558744	4e-12	20228799	"Ulcerative colitis"
chr12	68504592	68504592	rs1558744	3e-12	19122664	"Ulcerative colitis"
chr11	116607437	116607437	rs1558861	4e-24	27599772	"Hypertriglyceridemia"
chr11	116607437	116607437	rs1558861	2e-26	18193046	"Triglycerides"
chr16	53803574	53803574	rs1558902	7e-14	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	1e-13	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	4e-44	28443625	"BMI in non-smokers"
chr16	53803574	53803574	rs1558902	9e-10	25044758	"Height adjusted BMI"
chr16	53803574	53803574	rs1558902	1e-25	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	1e-26	25953783	"Body mass index (age interaction)"
chr16	53803574	53803574	rs1558902	2e-81	23563607	"Obesity"
chr16	53803574	53803574	rs1558902	4e-84	25673413	"Body mass index"
chr16	53803574	53803574	rs1558902	4e-27	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	2e-223	28892062	"Body mass index"
chr16	53803574	53803574	rs1558902	2e-62	28443625	"Body mass index (joint analysis main effects and smoking interaction)"
chr16	53803574	53803574	rs1558902	2e-115	28443625	"Body mass index (joint analysis main effects and smoking interaction)"
chr16	53803574	53803574	rs1558902	3e-45	28443625	"BMI in non-smokers"
chr16	53803574	53803574	rs1558902	5e-19	20421936	"Obesity (early onset extreme)"
chr16	53803574	53803574	rs1558902	4e-101	25673412	"Waist circumference"
chr16	53803574	53803574	rs1558902	2e-63	28443625	"Body mass index (joint analysis main effects and smoking interaction)"
chr16	53803574	53803574	rs1558902	9e-21	28443625	"BMI in smokers"
chr16	53803574	53803574	rs1558902	1e-12	27182965	"Menarche (age at onset)"
chr16	53803574	53803574	rs1558902	8e-39	28443625	"BMI in smokers"
chr16	53803574	53803574	rs1558902	2e-16	25953783	"Body mass index"
chr16	53803574	53803574	rs1558902	2e-13	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	7e-65	28443625	"BMI (adjusted for smoking behaviour)"
chr16	53803574	53803574	rs1558902	4e-14	26604143	"Childhood body mass index"
chr16	53803574	53803574	rs1558902	7e-27	24861553	"Body mass index"
chr16	53803574	53803574	rs1558902	4e-22	28443625	"BMI in smokers"
chr16	53803574	53803574	rs1558902	4e-15	26833246	"Body fat percentage"
chr16	53803574	53803574	rs1558902	1e-57	25673412	"Waist circumference"
chr16	53803574	53803574	rs1558902	5e-19	19557197	"Waist circumference"
chr16	53803574	53803574	rs1558902	5e-09	27286809	"C-reactive protein levels or HDL-cholesterol levels (pleiotropy)"
chr16	53803574	53803574	rs1558902	1e-93	25673413	"Body mass index"
chr16	53803574	53803574	rs1558902	8e-59	25673412	"Waist circumference"
chr16	53803574	53803574	rs1558902	5e-120	20935630	"Body mass index"
chr16	53803574	53803574	rs1558902	1e-79	28443625	"BMI in non-smokers"
chr16	53803574	53803574	rs1558902	5e-59	28443625	"BMI (adjusted for smoking behaviour)"
chr16	53803574	53803574	rs1558902	3e-110	28443625	"BMI (adjusted for smoking behaviour)"
chr16	53803574	53803574	rs1558902	1e-26	25953783	"Body mass index"
chr16	53803574	53803574	rs1558902	8e-153	25673413	"Body mass index"
chr16	53803574	53803574	rs1558902	1e-156	25673413	"Body mass index"
chr2	145343426	145343426	rs1559964	4e-12	27863252	"Basophil percentage of white cells"
chr2	145343426	145343426	rs1559964	5e-11	27863252	"Basophil percentage of granulocytes"
chr1	153334525	153334525	rs1560833	5e-13	29212897	"Matrix metalloproteinase-8 levels"
chr2	85809989	85809989	rs1561198	2e-23	29212778	"Coronary artery disease"
chr2	136092061	136092061	rs1561277	6e-09	25673412	"Hip circumference"
chr10	13155726	13155726	rs1561570	6e-13	20436471	"Paget's disease"
chr10	13155726	13155726	rs1561570	4e-38	21623375	"Paget's disease"
chr5	57566494	57566494	rs1562242	6e-09	27225129	"Educational attainment (years of education)"
chr8	128387852	128387852	rs1562430	3e-11	21263130	"Breast cancer"
chr4	109408608	109408608	rs1562975	6e-15	25282103	"Height"
chr11	60023087	60023087	rs1562990	4e-11	21627779	"Alzheimer's disease"
chr15	47518807	47518807	rs1563245	5e-11	29255261	"Neuroticism"
chr17	44874453	44874453	rs1563304	3e-10	29255261	"Neuroticism"
chr1	219652795	219652795	rs1563352	6e-19	28448500	"Waist-to-hip ratio adjusted for body mass index"
chr1	219652795	219652795	rs1563352	1e-16	28448500	"Waist-to-hip ratio adjusted for BMI in active individuals"
chr1	219652795	219652795	rs1563352	4e-18	28448500	"Waist-to-hip ratio adjusted for body mass index"
chr1	219652795	219652795	rs1563352	1e-16	28448500	"Waist-to-hip ratio adjusted for BMI in active individuals"
chr1	219652795	219652795	rs1563352	2e-18	28448500	"Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)"
chr1	219652795	219652795	rs1563352	2e-18	28448500	"Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)"
chr6	43308363	43308363	rs1563788	2e-16	26390057	"Systolic blood pressure"
chr6	160578860	160578860	rs1564348	1e-16	20686565	"Cholesterol, total"
chr6	160578860	160578860	rs1564348	2e-17	20686565	"LDL cholesterol"
chr6	160578860	160578860	rs1564348	3e-23	24097068	"Cholesterol, total"
chr6	160578860	160578860	rs1564348	3e-21	24097068	"LDL cholesterol"
chr12	104445742	104445742	rs1564892	2e-10	23291589	"Corneal structure"
chr16	50986308	50986308	rs1564981	2e-10	22504420	"Bone mineral density"
chr9	11786602	11786602	rs1565001	2e-13	29255261	"Neuroticism"
chr4	145482547	145482547	rs1565330	1e-17	26634245	"Post bronchodilator FEV1/FVC ratio"
chr4	145482547	145482547	rs1565330	2e-13	26634245	"Post bronchodilator FEV1"
chr16	51021803	51021803	rs1566045	2e-22	22504420	"Bone mineral density"
chr8	142624527	142624527	rs1566085	9e-12	29326435	"Intelligence (multi-trait analysis)"
chr4	169717148	169717148	rs1566497	2e-13	28135244	"Pulse pressure"
chr3	141008123	141008123	rs1567558	2e-11	27863252	"Sum basophil neutrophil counts"
chr3	141008123	141008123	rs1567558	4e-11	27863252	"Neutrophil count"
chr20	47881967	47881967	rs1567865	1e-09	25281659	"Infant length"
chr19	51633660	51633660	rs1568003	4e-32	28240269	"Blood protein levels"
chr10	125251751	125251751	rs1568079	2e-12	28892062	"Body mass index"
chr12	119419603	119419603	rs1568923	3e-12	27182965	"Photic sneeze reflex"
chr2	188115398	188115398	rs1569135	3e-10	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr2	188115398	188115398	rs1569135	6e-10	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr2	188115398	188115398	rs1569135	1e-12	25673412	"Waist-hip ratio"
chr14	75741751	75741751	rs1569328	6e-11	26192919	"Crohn's disease"
chr14	75741751	75741751	rs1569328	3e-09	26192919	"Inflammatory bowel disease"
chr1	2996602	2996602	rs1569419	7e-24	27863252	"Plateletcrit"
chr1	2996602	2996602	rs1569419	4e-14	27863252	"Mean corpuscular hemoglobin"
chr1	2996602	2996602	rs1569419	2e-11	27863252	"Platelet distribution width"
chr1	2996602	2996602	rs1569419	2e-10	27863252	"Red blood cell count"
chr1	2996602	2996602	rs1569419	1e-22	27863252	"Mean platelet volume"
chr1	2996602	2996602	rs1569419	1e-13	27863252	"Mean corpuscular volume"
chr20	44742064	44742064	rs1569723	6e-09	22446961	"Kawasaki disease"
chr20	44742064	44742064	rs1569723	1e-13	23128233	"Inflammatory bowel disease"
chr14	68813115	68813115	rs1570106	8e-09	20881960	"Height"
chr20	52774427	52774427	rs1570669	9e-12	24068962	"Calcium levels"
chr13	50121511	50121511	rs1570884	7e-10	27863252	"Granulocyte count"
chr13	50121511	50121511	rs1570884	2e-09	27863252	"Sum basophil neutrophil counts"
chr13	50121511	50121511	rs1570884	5e-10	27863252	"Sum neutrophil eosinophil counts"
chr13	50121511	50121511	rs1570884	1e-09	27863252	"Neutrophil count"
chr13	50121511	50121511	rs1570884	8e-11	27863252	"Myeloid white cell count"
chr6	167540842	167540842	rs1571878	2e-18	24390342	"Rheumatoid arthritis"
chr6	167540842	167540842	rs1571878	5e-35	24390342	"Rheumatoid arthritis"
chr6	167540842	167540842	rs1571878	1e-22	24390342	"Rheumatoid arthritis"
chrX	109820068	109820068	rs1573036	4e-14	22829776	"Sex hormone-binding globulin levels"
chrX	109820068	109820068	rs1573036	3e-16	22829776	"Sex hormone-binding globulin levels"
chr6	30127805	30127805	rs1573296	1e-14	27863252	"High light scatter reticulocyte count"
chr6	30127805	30127805	rs1573296	2e-11	27863252	"High light scatter reticulocyte percentage of red cells"
chr9	22301092	22301092	rs1575972	6e-15	26818947	"Type 2 diabetes"
chr9	22301092	22301092	rs1575972	2e-09	26818947	"Type 2 diabetes"
chr6	8690217	8690217	rs1576263	2e-10	27182965	"Photic sneeze reflex"
chr6	126712247	126712247	rs1578060	8e-10	28270201	"Height"
chr1	247427617	247427617	rs1578862	5e-12	27863252	"Monocyte percentage of white cells"
chr7	32493169	32493169	rs1580019	4e-09	29186694	"Cognitive ability"
chr1	152592281	152592281	rs1581803	2e-12	25574825	"Inflammatory skin disease"
chr11	60021948	60021948	rs1582763	2e-09	25778476	"Alzheimer's disease in APOE e4- carriers"
chr5	122657199	122657199	rs1582931	5e-09	28892062	"Body mass index"
chr5	122657199	122657199	rs1582931	2e-10	20881960	"Height"
chr2	213898232	213898232	rs1586068	1e-10	27863252	"Neutrophil percentage of granulocytes"
chr2	213898232	213898232	rs1586068	2e-13	27863252	"Eosinophil percentage of granulocytes"
chr2	213898232	213898232	rs1586068	2e-14	27863252	"Eosinophil percentage of white cells"
chr2	213898232	213898232	rs1586068	1e-12	27863252	"Sum eosinophil basophil counts"
chr2	213898232	213898232	rs1586068	2e-15	27863252	"Eosinophil counts"
chr4	38314170	38314170	rs1586459	1e-46	27863252	"Lymphocyte counts"
chr17	61076428	61076428	rs1588366	9e-09	28054174	"Cleft lip with or without cleft palate"
chr9	100537802	100537802	rs1588635	2e-58	28195142	"Thyroid cancer"
chr6	126717064	126717064	rs1591805	1e-10	29212778	"Coronary artery disease"
chr6	126717064	126717064	rs1591805	2e-10	29212778	"Coronary artery disease"
chr6	126717064	126717064	rs1591805	2e-10	29212778	"Coronary artery disease"
chr2	198874006	198874006	rs1595824	1e-10	26835600	"Morning vs. evening chronotype"
chr2	193802478	193802478	rs1596747	1e-09	27225129	"Educational attainment (years of education)"
chr4	103446115	103446115	rs1598856	2e-10	28425483	"Primary biliary cholangitis"
chr15	58671765	58671765	rs1601935	8e-21	25961943	"Cholesterol, total"
chr3	51917015	51917015	rs1605070	2e-09	24529757	"Amyotrophic lateral sclerosis (sporadic)"
chr2	51873599	51873599	rs1606974	2e-10	27225129	"Educational attainment (years of education)"
chr4	72719033	72719033	rs1607741	1e-58	28757204	"Vitamin D levels"
chr3	136615268	136615268	rs1609391	3e-11	29255261	"Neuroticism"
chr19	1067822	1067822	rs1610096	5e-10	27863252	"Neutrophil percentage of granulocytes"
chr6	29781049	29781049	rs1611182	4e-09	28604730	"Lung adenocarcinoma"
chr6	29750992	29750992	rs1611254	3e-12	28540026	"Autism spectrum disorder or schizophrenia"
chr6	29751005	29751005	rs1611255	6e-16	26198764	"Schizophrenia"
chr6	29751005	29751005	rs1611255	1e-17	29121268	"Bipolar disorder lithium response (continuous) or schizophrenia"
chr6	29751753	29751753	rs1611259	5e-11	29121268	"Bipolar disorder lithium response (categorical) or schizophrenia"
chr6	29902109	29902109	rs1611314	1e-11	28540026	"Autism spectrum disorder or schizophrenia"
chr6	29892233	29892233	rs1611425	9e-14	28540026	"Autism spectrum disorder or schizophrenia"
chr6	29862621	29862621	rs1611552	7e-12	28540026	"Autism spectrum disorder or schizophrenia"
chr6	29850720	29850720	rs1611579	1e-22	28540026	"Autism spectrum disorder or schizophrenia"
chr1	46513012	46513012	rs1612092	1e-10	27863252	"White blood cell count"
chr6	32669018	32669018	rs1612904	1e-13	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr19	55536595	55536595	rs1613662	9e-28	27863252	"Mean platelet volume"
chr19	55536595	55536595	rs1613662	8e-45	27863252	"Platelet distribution width"
chr6	26393021	26393021	rs1614887	3e-12	29326435	"Intelligence (multi-trait analysis)"
chr4	100258155	100258155	rs1614972	3e-09	24166409	"Alcohol dependence"
chr12	123650335	123650335	rs1615350	6e-18	28991256	"Schizophrenia"
chr6	31175946	31175946	rs1619179	3e-10	28928442	"Pneumonia"
chr6	31175946	31175946	rs1619179	4e-15	28604730	"Squamous cell lung carcinoma"
chr6	31308862	31308862	rs1622406	7e-63	28240269	"Blood protein levels"
chr1	98502934	98502934	rs1625579	2e-11	23453885	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
chr1	98502934	98502934	rs1625579	2e-11	21926974	"Schizophrenia"
chr17	7578115	7578115	rs1625895	2e-21	22829776	"Sex hormone-binding globulin levels"
chr9	101923372	101923372	rs1626340	4e-10	26691988	"Advanced age-related macular degeneration"
chr16	15378697	15378697	rs1629212	2e-12	26068415	"Glycerophospholipid levels"
chr15	65198591	65198591	rs1631677	1e-19	27863252	"Platelet count"
chr11	90430822	90430822	rs1632631	3e-09	29326435	"Intelligence (multi-trait analysis)"
chr6	30969003	30969003	rs1632862	2e-14	26379185	"Severe influenza A (H1N1) infection"
chr6	29707267	29707267	rs1633096	3e-23	29196614	"Mixed cellularity Hodgkin lymphoma"
chr6	30972865	30972865	rs1634718	5e-09	28540026	"Autism spectrum disorder or schizophrenia"
chr6	30972865	30972865	rs1634718	7e-11	28240269	"Blood protein levels"
chr6	30977680	30977680	rs1634721	3e-17	28604730	"Lung cancer"
chr6	30985828	30985828	rs1634726	6e-16	28604730	"Squamous cell lung carcinoma"
chr6	31276314	31276314	rs1634794	7e-10	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr15	28535266	28535266	rs1635168	9e-14	27723757	"Vitiligo"
chr1	242040775	242040775	rs1635501	8e-10	22267201	"Menopause (age at onset)"
chr7	28189411	28189411	rs1635852	9e-10	18952825	"Height"
chr7	16984280	16984280	rs1636744	7e-09	28212542	"Melanoma"
chr7	16984280	16984280	rs1636744	7e-09	26237428	"Cutaneous malignant melanoma"
chr10	119173945	119173945	rs1638665	1e-09	27082954	"Peripheral arterial disease (traffic-related air pollution interaction)"
chr6	31196554	31196554	rs1639108	8e-17	28604730	"Lung cancer"
chr17	7545721	7545721	rs1641537	1e-24	22829776	"Sex hormone-binding globulin levels"
chr17	7574775	7574775	rs1641549	1e-15	26014426	"Sex hormone levels"
chr17	7557834	7557834	rs1642764	3e-13	25129146	"Esophageal squamous cell carcinoma"
chr3	186551711	186551711	rs1648707	3e-12	20011104	"Adiponectin levels"
chr10	60292444	60292444	rs1649081	3e-09	27020472	"Spherical equivalent (joint analysis main effects and education interaction)"
chr5	158029734	158029734	rs1650505	1e-09	27918534	"Pericardial adipose tissue adjusted for height and weight"
chr5	158030813	158030813	rs1650507	8e-09	27863252	"High light scatter reticulocyte count"
chr19	55553647	55553647	rs1654439	7e-31	28240269	"Blood protein levels"
chr8	108393959	108393959	rs1654723	8e-11	27863252	"Immature fraction of reticulocytes"
chr15	41787972	41787972	rs1655557	2e-13	27863252	"Lymphocyte percentage of white cells"
chr6	29899015	29899015	rs1655930	2e-13	28604730	"Lung cancer in ever smokers"
chr2	233379941	233379941	rs1656404	8e-11	23396134	"Refractive error"
chr3	186466252	186466252	rs1656966	4e-21	23049088	"Myopia (pathological)"
chr10	44777560	44777560	rs1657346	2e-24	29212778	"Coronary artery disease"
chr16	14388305	14388305	rs1659127	4e-09	21102462	"Menarche (age at onset)"
chr16	14388305	14388305	rs1659127	1e-11	20881960	"Height"
chr16	14388305	14388305	rs1659127	5e-10	25429064	"Height"
chr4	82168889	82168889	rs1662837	2e-10	25673412	"Hip circumference adjusted for BMI"
chr4	82168889	82168889	rs1662837	1e-13	25673412	"Hip circumference adjusted for BMI"
chr1	212422567	212422567	rs1663626	4e-09	27863252	"Monocyte percentage of white cells"
chr1	212422567	212422567	rs1663626	2e-10	27863252	"Granulocyte percentage of myeloid white cells"
chr10	9054787	9054787	rs1663687	2e-10	29273806	"Asthma"
chr18	29187279	29187279	rs1667255	6e-14	21878437	"Retinol levels"
chr15	28533565	28533565	rs1667392	4e-14	25963972	"Skin colour saturation"
chr15	28530182	28530182	rs1667394	2e-53	17952075	"Blue vs. green eyes"
chr15	28530182	28530182	rs1667394	6e-35	17952075	"Blond vs. brown hair color"
chr15	28530182	28530182	rs1667394	2e-20	23118974	"Eye color"
chr15	28530182	28530182	rs1667394	1e-241	17952075	"Blue vs. brown eyes"
chr1	205237137	205237137	rs1668871	3e-14	22139419	"Platelet count"
chr1	205235990	205235990	rs1668873	1e-20	19820697	"Mean platelet volume"
chr4	1078187	1078187	rs1670533	2e-12	18239089	"Recombination rate (females)"
chr19	55526345	55526345	rs1671152	8e-14	20526338	"Platelet aggregation"
chr19	55526345	55526345	rs1671152	3e-09	27863252	"Reticulocyte fraction of red cells"
chr19	55526345	55526345	rs1671152	8e-11	27863252	"Reticulocyte count"
chr11	47969152	47969152	rs1681630	2e-20	25282103	"Height"
chr19	913048	913048	rs1683587	4e-31	27863252	"Reticulocyte count"
chr19	913048	913048	rs1683587	5e-42	27863252	"High light scatter reticulocyte percentage of red cells"
chr19	913048	913048	rs1683587	7e-43	27863252	"High light scatter reticulocyte count"
chr19	913048	913048	rs1683587	9e-31	27863252	"Reticulocyte fraction of red cells"
chr19	913048	913048	rs1683587	2e-37	27863252	"Immature fraction of reticulocytes"
chr15	65200804	65200804	rs1684041	8e-24	27863252	"Mean platelet volume"
chr15	65191448	65191448	rs1684053	2e-54	27863252	"Platelet distribution width"
chr19	44283232	44283232	rs1685191	4e-20	29059683	"Breast cancer"
chr12	56396768	56396768	rs1689510	4e-09	26301688	"Pediatric autoimmune diseases"
chr1	182150978	182150978	rs1689797	8e-22	28334899	"HDL cholesterol levels"
chr1	182168885	182168885	rs1689800	3e-10	20686565	"HDL cholesterol"
chr1	182168885	182168885	rs1689800	5e-20	24097068	"HDL cholesterol"
chr1	218698027	218698027	rs1690789	8e-09	25006744	"Local histogram emphysema pattern"
