## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chr12	53551447	53575135	CSAD	601692	608471	"Corneal dystrophy, lattice type IIIA"
chr12	53551447	53575135	CSAD	602759	176807	"Prostate cancer, susceptibility to"
chr5	149432854	149492935	CSF1R	164770	221820	"Leukoencephalopathy, diffuse hereditary, with spheroids"
chrX	1387693	1429274	CSF2RA	306250	300770	"Surfactant metabolism dysfunction, pulmonary, 4"
chr22	37309670	37336491	CSF2RB	138981	614370	"Surfactant metabolism dysfunction, pulmonary, 5"
chr17	61972275	61974021	CSH1	150200	0	"Placental lactogen deficiency"
chr17	80196899	80231607	CSNK1D	600864	615224	"Advanced sleep-phase syndrome, familial, 2"
chr8	67974661	68108498	CSPP1	611654	615636	"Joubert syndrome 21"
chr11	19203578	19232120	CSRP3	600824	612124	"Cardiomyopathy, hypertrophic, 12"
chr20	23608534	23619110	CST3	604312	105150	"Cerebral amyloid angiopathy"
chr20	23608534	23619110	CST3	604312	611953	"Macular degeneration, age-related, 11"
chr3	122044091	122060819	CSTA	184600	607936	"Peeling skin syndrome 4"
chr21	45192393	45196326	CSTB	601145	254800	"Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)"
chr17	8130191	8151362	CTC1	613129	612199	"Cerebroretinal microangiopathy with calcifications and cysts"
chr16	67596310	67673086	CTCF	604167	615502	"Mental retardation, autosomal dominant 21"
chr18	77439801	77514510	CTDP1	604927	604168	"Congenital cataracts, facial dysmorphism, and neuropathy"
chr18	77439801	77514510	CTDP1	305435	0	"Fetal hemoglobin quantitative trait locus 3"
chr12	58213710	58240522	CTDSP2	610839	0	"Osteoarthritis susceptibility 4"
chr3	37903451	38025960	CTDSPL	604759	270960	"Pregnancy loss, recurrent, 4"
chr3	37903451	38025960	CTDSPL	604759	270960	"Spermatogenic failure 4"
chr1	70876901	70905534	CTH	607657	219500	"Cystathioninuria"
chr1	70876901	70905534	CTH	607657	0	"Homocysteine, total plasma, elevated"
chr8	104383743	104395225	CTHRC1	610635	614266	"Barrett esophagus/esophageal adenocarcinoma"
chr2	204732509	204738683	CTLA4	123890	616100	"Autoimmune lymphoproliferative syndrome, type V"
chr2	204732509	204738683	CTLA4	123890	609755	"Celiac disease, susceptibility to, 3"
chr2	204732509	204738683	CTLA4	123890	601388	"Diabetes mellitus, insulin-dependent, 12"
chr2	204732509	204738683	CTLA4	123890	140300	"Hashimoto thyroiditis"
chr2	204732509	204738683	CTLA4	123890	152700	"Systemic lupus erythematosus, susceptibility to"
chr5	137946656	138270723	CTNNA1	116805	608970	"Macular dystrophy, patterned, 2"
chr10	67672276	69455927	CTNNA3	607667	615616	"Arrhythmogenic right ventricular dysplasia, familial, 13"
chr3	41236328	41301587	CTNNB1	116806	114500	"Colorectal cancer, somatic"
chr3	41236328	41301587	CTNNB1	116806	114550	"Hepatocellular carcinoma, somatic"
chr3	41236328	41301587	CTNNB1	116806	615075	"Mental retardation, autosomal dominant 19"
chr3	41236328	41301587	CTNNB1	116806	167000	"Ovarian cancer, somatic"
chr3	41236328	41301587	CTNNB1	116806	132600	"Pilomatricoma, somatic"
chr17	3539762	3564836	CTNS	606272	219800	"Cystinosis, atypical nephropathic"
chr17	3539762	3564836	CTNS	606272	219900	"Cystinosis, late-onset juvenile or adolescent nephropathic"
chr17	3539762	3564836	CTNS	606272	219800	"Cystinosis, nephropathic"
chr17	3539762	3564836	CTNS	606272	219750	"Cystinosis, ocular nonnephropathic"
chr1	41445007	41478235	CTPS1	123860	615897	"Immunodeficiency 24"
chr1	15764935	15775737	CTRC	601405	167800	"Pancreatitis, chronic, susceptibility to"
chr20	44518783	44527459	CTSA	613111	256540	"Galactosialidosis"
chr11	88026760	88070955	CTSC	602365	245010	"Haim-Munk syndrome"
chr11	88026760	88070955	CTSC	602365	245000	"Papillon-Lefevre syndrome"
chr11	88026760	88070955	CTSC	602365	170650	"Periodontitis 1, juvenile"
chr11	1773982	1785222	CTSD	116840	610127	"Ceroid lipofuscinosis, neuronal, 10"
chr11	66330934	66336312	CTSF	603539	615362	"Ceroid lipofuscinosis, neuronal, 13, Kufs type"
chr1	150768684	150780799	CTSK	601105	265800	"Pycnodysostosis"
chr10	16865963	17171830	CUBN	602997	261100	"Megaloblastic anemia-1, Finnish type"
chr2	225334867	225450110	CUL3	603136	614496	"Pseudohypoaldosteronism, type IIE"
chrX	119658464	119709649	CUL4B	300304	300354	"Mental retardation, X-linked, syndromic 15 (Cabezas type)"
chr6	43005355	43021683	CUL7	609577	273750	"3-M syndrome 1"
chr3	39304985	39323226	CX3CR1	601470	607339	"Coronary artery disease, resistance to"
chr3	39304985	39323226	CX3CR1	601470	613784	"Macular degeneration, age-related, 12"
chr3	39304985	39323226	CX3CR1	601470	609423	"Rapid progression to AIDS from HIV1 infection"
chr10	44793038	44881941	CXCL12	600835	609423	"AIDS, resistance to"
chr2	219027568	219031718	CXCR1	146929	609423	"AIDS, slow progression to"
chr2	136871919	136875735	CXCR4	162643	0	"Myelokathexis, isolated"
chr2	136871919	136875735	CXCR4	162643	193670	"WHIM syndrome"
chr18	71920530	71959251	CYB5A	613218	250790	"Methemoglobinemia, type IV"
chr22	43013846	43045574	CYB5R3	613213	250800	"Methemoglobinemia, type I"
chr22	43013846	43045574	CYB5R3	613213	250800	"Methemoglobinemia, type II"
chr16	88709691	88717560	CYBA	608508	233690	"Chronic granulomatous disease, autosomal, due to deficiency of CYBA"
chrX	37639264	37672714	CYBB	300481	306400	"Chronic granulomatous disease, X-linked"
chrX	37639264	37672714	CYBB	300481	300645	"Immunodeficiency 34, mycobacteriosis, X-linked"
chr8	145149930	145152428	CYC1	123980	615453	"Mitochondrial complex III deficiency, nuclear type 6"
chr7	25159710	25164980	CYCS	123970	612004	"Thrombocytopenia 4"
chr16	50775961	50835846	CYLD	605018	605041	"Brooke-Spiegler syndrome"
chr16	50775961	50835846	CYLD	605018	132700	"Cylindromatosis, familial"
chr16	50775961	50835846	CYLD	605018	601606	"Trichoepithelioma, multiple familial, 1"
chr15	74630100	74660081	CYP11A1	118485	613743	"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete"
chr8	143953772	143961262	CYP11B1	610613	202010	"Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency"
chr8	143953772	143961262	CYP11B1	610613	103900	"Aldosteronism, glucocorticoid-remediable"
chr8	143991975	143999259	CYP11B2	124080	0	"Aldosterone to renin ratio raised"
chr8	143991975	143999259	CYP11B2	124080	203400	"Hypoaldosteronism, congenital, due to CMO I deficiency"
chr8	143991975	143999259	CYP11B2	124080	610600	"Hypoaldosteronism, congenital, due to CMO II deficiency"
chr8	143991975	143999259	CYP11B2	124080	0	"Low renin hypertension, susceptibility to"
chr10	104590288	104597290	CYP17A1	609300	202110	"17,20-lyase deficiency, isolated"
chr10	104590288	104597290	CYP17A1	609300	202110	"17-alpha-hydroxylase/17,20-lyase deficiency"
chr15	51500254	51630807	CYP19A1	107910	613546	"Aromatase deficiency"
chr15	51500254	51630807	CYP19A1	107910	139300	"Aromatase excess syndrome"
chr2	38294116	38337044	CYP1B1	601771	231300	"Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset"
chr2	38294116	38337044	CYP1B1	601771	604229	"Peters anomaly"
chr6	32006042	32009447	CYP21A2	613815	201910	"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency"
chr6	32006042	32009447	CYP21A2	613815	201910	"Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency"
chr20	52769988	52790512	CYP24A1	126065	143880	"Hypercalcemia, infantile"
chr2	72356367	72375167	CYP26B1	605207	614416	"Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies"
chr10	94821021	94828454	CYP26C1	608428	614974	"Focal facial dermal dysplasia 4"
chr2	219646472	219680016	CYP27A1	606530	213700	"Cerebrotendinous xanthomatosis"
chr12	58156117	58162769	CYP27B1	609506	264700	"Vitamin D-dependent rickets, type I"
chr19	41349443	41356352	CYP2A6	122720	122700	"Coumarin resistance"
chr19	41349443	41356352	CYP2A6	122720	211980	"Lung cancer, resistance to"
chr19	41349443	41356352	CYP2A6	122720	188890	"Nicotine addiction, protection from"
chr19	41497204	41524303	CYP2B6	123930	614546	"Efavirenz central nervous system toxicity, susceptibility to"
chr19	41497204	41524303	CYP2B6	123930	614546	"Efavirenz, poor metabolism of"
chr10	96447911	96613017	CYP2C19	124020	609535	"Clopidogrel, impaired responsiveness to"
chr10	96447911	96613017	CYP2C19	124020	609535	"Mephenytoin poor metabolizer"
chr10	96447911	96613017	CYP2C19	124020	609535	"Omeprazole poor metabolizer"
chr10	96447911	96613017	CYP2C19	124020	609535	"Proguanil poor metabolizer"
chr10	96796530	96829254	CYP2C8	601129	0	"Rhabdomyolysis, cerivastatin-induced"
chr10	96698415	96749147	CYP2C9	601130	0	"Tolbutamide poor metabolizer"
chr10	96698415	96749147	CYP2C9	601130	122700	"Warfarin sensitivity"
chr22	42522501	42526908	CYP2D6	124030	608902	"Codeine sensitivity"
chr22	42522501	42526908	CYP2D6	124030	608902	"Debrisoquine sensitivity"
chr11	14899553	14913798	CYP2R1	608713	600081	"Rickets due to defect in vitamin D 25-hydroxylation"
chr4	108852525	108874613	CYP2U1	615000	615031	"Spastic paraplegia 49, autosomal recessive"
chr4	108852525	108874613	CYP2U1	610670	615030	"Spastic paraplegia 56, autosomal recessive"
chr7	99245817	99277621	CYP3A5	605325	145500	"Hypertension, salt-sensitive essential, susceptibility to"
chr19	15619304	15663128	CYP4F22	611495	604777	"Ichthyosis, congenital, autosomal recessive 5"
chr4	187112674	187134610	CYP4V2	608614	210370	"Bietti crystalline corneoretinal dystrophy"
chr8	65500320	65711318	CYP7B1	603711	613812	"Bile acid synthesis defect, congenital, 3"
chr8	65500320	65711318	CYP7B1	603711	270800	"Spastic paraplegia 5A, autosomal recessive"
chr2	242673994	242708231	D2HGDH	609186	600721	"D-2-hydroxyglutaric aciduria"
chr1	57460451	59012406	DAB1	614566	606763	"Ciliary dyskinesia, primary, 2"
chr3	49506146	49573048	DAG1	128239	616538	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9"
chr3	49506146	49573048	DAG1	128239	613818	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9"
chr12	109252708	109294819	DAO	124050	181500	"Schizophrenia"
chr13	106118216	106143383	DAOA	607408	181500	"Schizophrenia"
chr2	136664247	136743670	DARS	603084	615281	"Hypomyelination with brainstem and spinal cord involvement and leg spasticity"
chr1	173793641	173827684	DARS2	610956	611105	"Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation"
chr3	16628299	16711813	DAZL	601486	0	"Spermatogenic failure, susceptibility to"
chr9	136501482	136524466	DBH	609312	223360	"Dopamine beta-hydroxylase deficiency"
chr9	136501482	136524466	DBH	609312	0	"Dopamine-beta-hydroxylase activity levels, plasma"
chr9	136501482	136524466	DBH	109543	0	"Leukemia, chronic lymphocytic, susceptibility to, 2"
chr1	100652475	100715390	DBT	248610	248600	"Maple syrup urine disease, type II"
chr2	172290727	172341562	DCAF17	612515	241080	"Woodhouse-Sakati syndrome"
chr18	49866542	51057784	DCC	120470	114500	"Colorectal cancer, somatic"
chr18	49866542	51057784	DCC	120470	133239	"Esophageal carcinoma, somatic"
chr18	49866542	51057784	DCC	120470	157600	"Mirror movements 1"
chr6	24171984	24358280	DCDC2	605755	616217	"Nephronophthisis 19"
chr11	6642556	6677085	DCHS1	603057	607829	"Mitral valve prolapse 2"
chr11	6642556	6677085	DCHS1	603057	601390	"Van Maldergem syndrome 1"
chr10	14939358	14996431	DCLRE1C	605988	603554	"Omenn syndrome"
chr10	14939358	14996431	DCLRE1C	605988	602450	"Severe combined immunodeficiency, Athabascan type"
chr12	91539025	91576900	DCN	125255	610048	"Corneal dystrophy, congenital stromal"
chr11	126173647	126215644	DCPS	610534	616459	"Al-Raqad syndrome"
chr2	74588281	74619214	DCTN1	601143	105400	"Amyotrophic lateral sclerosis, susceptibility to"
chr2	74588281	74619214	DCTN1	601143	607641	"Neuropathy, distal hereditary motor, type VIIB"
chr2	74588281	74619214	DCTN1	601143	168605	"Perry syndrome"
chrX	110537007	110655603	DCX	300121	300067	"Lissencephaly, X-linked"
chrX	110537007	110655603	DCX	300121	300067	"Subcortical laminal heteropia, X-linked"
chr17	79993012	79995608	DCXR	190685	0	"Down syndrome"
chr17	79993012	79995608	DCXR	608347	260800	"Pentosuria"
chr11	47236493	47260767	DDB2	600811	278740	"Xeroderma pigmentosum, group E, DDB-negative subtype"
chr7	50526134	50633154	DDC	107930	608643	"Aromatic L-amino acid decarboxylase deficiency"
chr14	53510686	53620000	DDHD1	614603	609340	"Spastic paraplegia 28, autosomal recessive"
chr8	38082736	38133076	DDHD2	615003	615033	"Spastic paraplegia 54, autosomal recessive"
chr12	57910371	57914300	DDIT3	126337	613488	"Myxoid liposarcoma"
chr1	162601163	162757190	DDR2	191311	271665	"Spondylometaepiphyseal dysplasia, short limb-hand type"
chr12	31226779	31257725	DDX11	601150	613398	"Warsaw breakage syndrome"
chrX	41192651	41223725	DDX3X	300160	300958	"Mental retardation, X-linked 102"
chr5	176938578	176944470	DDX41	608170	616871	"Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to"
chr9	32455300	32526322	DDX58	609631	616298	"Singleton-Merten syndrome 2"
chr1	200593024	200639097	DDX59	615464	174300	"Orofaciodigital syndrome V"
chr11	644233	706715	DEAF1	602635	615828	"Mental retardation, autosomal dominant 24"
chr9	117904097	118164923	DEC1	604767	133239	"Esophageal squamous cell carcinoma"
chr6	18224099	18265054	DEK	125264	0	"Leukemia, acute nonlymphocytic"
chr22	32149944	32303012	DEPDC5	614191	604364	"Epilepsy, familial focal, with variable foci"
chr2	220283099	220291461	DES	125660	604765	"Cardiomyopathy, dilated, 1I"
chr2	220283099	220291461	DES	125660	601419	"Myopathy, myofibrillar, 1"
chr2	220283099	220291461	DES	125660	181400	"Scapuloperoneal syndrome, neurogenic, Kaeser type"
chr7	24737972	24809244	DFNA5	608798	600994	"Deafness, autosomal dominant 5"
chr2	179316163	179326117	DFNB59	610219	610220	"Deafness, autosomal recessive 59"
chr22	19023795	19109967	DGCR2	605452	111600	"Blood group, Langereis system"
chr22	19023795	19109967	DGCR2	601362	0	"DiGeorge syndrome/velocardiofacial syndrome complex-2"
chr22	19023795	19109967	DGCR2	605452	615402	"Dyschromatosis universalis hereditaria 3"
chr22	19023795	19109967	DGCR2	605452	614497	"Microphthalmia, isolated, with coloboma 7"
chr22	19023795	19109967	DGCR2	605452	609153	"Pseudohyperkalemia, familial, 2, due to red cell leak"
chr17	54911460	54946036	DGKE	601440	615008	"Hemolytic uremic syndrome, atypical, susceptibility to, 7"
chr17	54911460	54946036	DGKE	601440	615008	"Nephrotic syndrome, type 7"
chr2	74153953	74186088	DGUOK	601465	251880	"Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)"
chr1	55315306	55352891	DHCR24	606418	602398	"Desmosterolosis"
chr11	71139239	71163914	DHCR7	602858	270400	"Smith-Lemli-Opitz syndrome"
chr1	26758773	26797785	DHDDS	179605	613105	"Choriodal dystrophy, central areolar 2"
chr1	26758773	26797785	DHDDS	179605	608133	"Leber congenital amaurosis 18"
chr1	26758773	26797785	DHDDS	179605	169150	"Macular dystrophy, patterned, 1"
chr1	26758773	26797785	DHDDS	179605	608161	"Macular dystrophy, vitelliform, 3"
chr1	26758773	26797785	DHDDS	608172	613861	"Retinitis pigmentosa 59"
chr1	26758773	26797785	DHDDS	179605	608133	"Retinitis pigmentosa 7 and digenic"
chr1	26758773	26797785	DHDDS	179605	136880	"Retinitis punctata albescens"
chr5	79922047	79950802	DHFR	126060	613839	"Megaloblastic anemia due to dihydrofolate reductase deficiency"
chr12	49483204	49488602	DHH	605423	607080	"46XY partial gonadal dysgenesis, with minifascicular neuropathy"
chr12	49483204	49488602	DHH	605423	233420	"46XY sex reversal 7"
chr16	72042487	72058954	DHODH	126064	263750	"Miller syndrome"
chr10	12110971	12165224	DHTKD1	614984	204750	"2-aminoadipic 2-oxoadipic aciduria"
chr12	122692210	122712081	DIABLO	605219	614152	"Deafness, autosomal dominant 64"
chr5	140894583	140998622	DIAPH1	602121	124900	"Deafness, autosomal dominant 1"
chr5	140894583	140998622	DIAPH1	602121	616632	"Seizures, cortical blindness, microcephaly syndrome"
chrX	95939662	96859996	DIAPH2	614567	609129	"Auditory neuropathy, autosomal dominant, 1"
chrX	95939662	96859996	DIAPH2	300108	300511	"Premature ovarian failure"
chr13	60239717	60738121	DIAPH3	614567	609129	"Auditory neuropathy, autosomal dominant, 1"
chr14	95552565	95624347	DICER1	606241	138800	"Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors"
chr14	95552565	95624347	DICER1	606241	601200	"Pleuropulmonary blastoma"
chr14	95552565	95624347	DICER1	606241	180295	"Rhabdomyosarcoma, embryonal, 2"
chr12	50898768	51142450	DIP2B	611379	136630	"Mental retardation, FRA12A type"
chr3	122513642	122599986	DIRC2	602773	144700	"Renal cell carcinoma"
chr2	232825955	233209060	DIS3L2	614184	267000	"Perlman syndrome"
chr1	231762561	232177018	DISC1	605210	181500	"Schizoaffective disorder, susceptibility to"
chr1	231762561	232177018	DISC1	605210	604906	"Schizophrenia, susceptibility to"
chrX	153991031	154005964	DKC1	300126	305000	"Dyskeratosis congenita, X-linked"
chr11	111895538	111935114	DLAT	608770	245348	"Pyruvate dehydrogenase E2 deficiency"
chr8	12940870	13373167	DLC1	604258	114500	"Colorectal cancer, somatic"
chr8	12940870	13373167	DLC1	604050	133239	"Esophageal cancer"
chr8	12940870	13373167	DLC1	604050	211980	"Lung cancer"
chr7	107531415	107572175	DLD	238331	246900	"Dihydrolipoamide dehydrogenase deficiency"
chr7	107531415	107572175	DLD	600065	116920	"Leukocyte adhesion deficiency"
chr3	38080696	38165516	DLEC1	604050	133239	"Esophageal cancer"
chr3	38080696	38165516	DLEC1	604050	211980	"Lung cancer"
chrX	69664711	69725337	DLG3	300189	300850	"Mental retardation, X-linked 90"
chr14	101192042	101201539	DLK1	607139	227650	"Fanconi anemia, complementation group A"
chr19	39989535	39999121	DLL3	602768	277300	"Spondylocostal dysostosis 1, autosomal recessive"
chr15	41221538	41231237	DLL4	605185	616589	"Adams-Oliver syndrome 6"
chr2	172964167	172967628	DLX2	609269	600202	"Dyslexia, susceptibility to, 2"
chr17	48067369	48072588	DLX3	600525	104510	"Amelogenesis imperfecta, type IV"
chr17	48067369	48072588	DLX3	600525	190320	"Trichodontoosseous syndrome"
chrX	31115794	33357558	DMD	300377	300376	"Becker muscular dystrophy"
chrX	31115794	33357558	DMD	300377	302045	"Cardiomyopathy, dilated, 3B"
chrX	31115794	33357558	DMD	300377	310200	"Duchenne muscular dystrophy"
chr5	78293438	78531861	DMGDH	605849	605850	"Dimethylglycine dehydrogenase deficiency"
chr4	88571459	88585513	DMP1	600980	241520	"Hypophosphatemic rickets, AR"
chr19	46272975	46285810	DMPK	605377	160900	"Myotonic dystrophy 1"
chr10	70173821	70231879	DNA2	601810	615156	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6"
chr16	84178865	84212373	DNAAF1	613190	613193	"Ciliary dyskinesia, primary, 13"
chr14	50091892	50101948	DNAAF2	612517	612518	"Ciliary dyskinesia, primary, 10"
chr19	55670031	55678090	DNAAF3	614566	606763	"Ciliary dyskinesia, primary, 2"
chr7	21582833	21941457	DNAH11	603339	611884	"Ciliary dyskinesia, primary, 7, with or without situs inversus"
chr5	13690440	13944652	DNAH5	603335	608644	"Ciliary dyskinesia, primary, 3, with or without situs inversus"
